CodeBarre;OBAGPA24-TEST9-055; O bag winter 2018;p106-02; pattina girello O pocket;OBAGPA24;TEST9;055;nero;black
CodeBarre;OBAGPA24-TEST9-018; O bag winter 2018;p106-03; pattina girello O pocket;OBAGPA24;TEST9;018;bordeaux;bordeaux
CodeBarre;OBAGPA24-TEST9-134; O bag winter 2018;p106-04; pattina girello O pocket;OBAGPA24;TEST9;134;antracite;anthracite
CodeBarre;OBAGP024-TEST5-017; O bag winter 2018;p107-01; pattina O pocket micro;OBAGP024;TEST5;017;blu navy;navy blue
CodeBarre;OBAGP024-TEST5-055; O bag winter 2018;p107-02; pattina O pocket micro;OBAGP024;TEST5;055;nero;black
CodeBarre;OBAGP034-ECS93-018; O bag winter 2018;p108-01; pattina O bag glam ecopelle;OBAGP034;ECS93;018;bordeaux;burgundy
CodeBarre;OBAGP034-ECS93-055; O bag winter 2018;p108-02; pattina O bag glam ecopelle;OBAGP034;ECS93;055;nero;black
CodeBarre;OBAGP034-ECS93-559; O bag winter 2018;p108-03; pattina O bag glam ecopelle;OBAGP034;ECS93;559;rame;copper
CodeBarre;OBAGP034-ECS93-389; O bag winter 2018;p108-04; pattina O bag glam ecopelle;OBAGP034;ECS93;389;silver;silver
CodeBarre;OBAGP034-ECS07-017; O bag winter 2018;p108-01; pattina O bag glam ecopelle;OBAGP034;ECS07;017;blu navy;navy blue
CodeBarre;OBAGP034-ECS07-075; O bag winter 2018;p108-02; pattina O bag glam ecopelle;OBAGP034;ECS07;075;rosa smoke;rose smoke
CodeBarre;OBAGP034-ECS07-133; O bag winter 2018;p108-03; pattina O bag glam ecopelle;OBAGP034;ECS07;133;grigio chiaro;light grey
CodeBarre;OBAGP034-ECS07-134; O bag winter 2018;p108-04; pattina O bag glam ecopelle;OBAGP034;ECS07;134;antracite;anthracite
CodeBarre;OBAGC534-ECS03-055; O bag winter 2018;p112-01; chiusura a fascia con fibbia;OBAGC534;ECS03;055;nero;black
CodeBarre;OBAGC534-ECS03-084; O bag winter 2018;p112-02; chiusura a fascia con fibbia;OBAGC534;ECS03;084;testa di moro;dark brown
CodeBarre;OBAGC534-ECS03-017; O bag winter 2018;p112-03; chiusura a fascia con fibbia;OBAGC534;ECS03;017;blu navy;navy blue
CodeBarre;OBAGC534-ECS03-055; O bag winter 2018;p112-04; chiusura a fascia con fibbia;OBAGC534;ECS03;055;nero;black
CodeBarre;OBAGC534-ECS03-076; O bag winter 2018;p112-05; chiusura a fascia con fibbia;OBAGC534;ECS03;076;rosso;red
CodeBarre;OBAGC534-ECS94-017; O bag winter 2018;p112-01; chiusura a fascia con fibbia;OBAGC534;ECS94;017;blu navy;navy blue
CodeBarre;OBAGC534-ECS94-055; O bag winter 2018;p112-02; chiusura a fascia con fibbia;OBAGC534;ECS94;055;nero;black
CodeBarre;OBAGC534-ECS94-075; O bag winter 2018;p112-03; chiusura a fascia con fibbia;OBAGC534;ECS94;075;rosa smoke;rose smoke
CodeBarre;OBAGC534-ECS94-133; O bag winter 2018;p112-04; chiusura a fascia con fibbia;OBAGC534;ECS94;133;grigio chiaro;light grey
CodeBarre;OBAGC534-ECS94-134; O bag winter 2018;p112-05; chiusura a fascia con fibbia;OBAGC534;ECS94;134;antracite;anthracite
CodeBarre;OBAGC534-ECS94-559; O bag winter 2018;p112-06; chiusura a fascia con fibbia;OBAGC534;ECS94;559;rame;copper
CodeBarre;OBAGB015-EVS00-541; O bag winter 2018;p116-01; scocca One EVA compound;OBAGB015;EVS00;541;verde bosco;green forest
CodeBarre;OBAGB015-EVS00-055; O bag winter 2018;p116-02; scocca One EVA compound;OBAGB015;EVS00;055;nero;black
CodeBarre;OBAGB015-EVS00-017; O bag winter 2018;p116-03; scocca One EVA compound;OBAGB015;EVS00;017;blu navy;navy blue
CodeBarre;OBAGB015-EVS00-463; O bag winter 2018;p116-04; scocca One EVA compound;OBAGB015;EVS00;463;blu maya;maya blue
CodeBarre;OBAGB015-EVS00-018; O bag winter 2018;p116-05; scocca One EVA compound;OBAGB015;EVS00;018;bordeaux;burgundy
CodeBarre;OBAGB015-EVS00-038; O bag winter 2018;p116-06; scocca One EVA compound;OBAGB015;EVS00;038;grafite;graphite
CodeBarre;OBAGC415-TES26-017; O bag winter 2018;p116-01; chiusura cover con tasca O;OBAGC415;TES26;017;blu navy;navy blue
CodeBarre;OBAGC415-TES26-018; O bag winter 2018;p116-02; chiusura cover con tasca O;OBAGC415;TES26;018;bordeaux;burgundy
CodeBarre;OBAGC415-TES26-038; O bag winter 2018;p116-03; chiusura cover con tasca O;OBAGC415;TES26;038;grafite;graphite
CodeBarre;OBAGC415-TES26-541; O bag winter 2018;p116-04; chiusura cover con tasca O;OBAGC415;TES26;541;verde bosco;green forest
CodeBarre;OBAGC415-TES26-463; O bag winter 2018;p116-05; chiusura cover con tasca O;OBAGC415;TES26;463;blu maya;blu maya
CodeBarre;OBAGC415-TES26-055; O bag winter 2018;p116-06; chiusura cover con tasca O;OBAGC415;TES26;055;nero;black
CodeBarre;OBAGB019-EVS00-463; O bag winter 2018;p117-01; scocca O square EVA;OBAGB019;EVS00;463;blu maya;maya blue
CodeBarre;OBAGB019-EVS00-055; O bag winter 2018;p117-02; scocca O square EVA;OBAGB019;EVS00;055;nero;black
CodeBarre;OBAGB019-EVS00-017; O bag winter 2018;p117-03; scocca O square EVA;OBAGB019;EVS00;017;blu navy;navy blue
CodeBarre;OBAGB019-EVS00-018; O bag winter 2018;p117-04; scocca O square EVA;OBAGB019;EVS00;018;bordeaux;burgundy
CodeBarre;OBAGB019-EVS00-371; O bag winter 2018;p117-05; scocca O square EVA;OBAGB019;EVS00;371;latte;milk
CodeBarre;OBAGB019-EVS00-541; O bag winter 2018;p117-06; scocca O square EVA;OBAGB019;EVS00;541;verde bosco;green forest
CodeBarre;OBAGB019-EVS00-076; O bag winter 2018;p117-07; scocca O square EVA;OBAGB019;EVS00;076;rosso;red
CodeBarre;OBAGB019-EVS00-078; O bag winter 2018;p117-08; scocca O square EVA;OBAGB019;EVS00;078;sabbia;sand
CodeBarre;OBAGB019-EVS00-024; O bag winter 2018;p117-09; scocca O square EVA;OBAGB019;EVS00;024;cioccolato;chocolate
CodeBarre;OBAGB019-EVS00-075; O bag winter 2018;p117-10; scocca O square EVA;OBAGB019;EVS00;075;rosa smoke;rose smoke
CodeBarre;OBAGB019-EVS00-026; O bag winter 2018;p117-11; scocca O square EVA;OBAGB019;EVS00;026;cobalto;cobalt blue
CodeBarre;OBAGB019-EVS00-389; O bag winter 2018;p117-12; scocca O square EVA;OBAGB019;EVS00;389;silver;silver
CodeBarre;OBAGB019-EVS00-599; O bag winter 2018;p117-13; scocca O square EVA;OBAGB019;EVS00;599;rame;copper
CodeBarre;HLESZ817-ECS00-018; O bag winter 2018;p118-01; manico + spallaccio goccia;HLESZ817;ECS00;018;bordeaux;burgundy
CodeBarre;HLESZ817-ECS00-017; O bag winter 2018;p118-02; manico + spallaccio goccia;HLESZ817;ECS00;017;blu navy;navy blue
CodeBarre;HLESZ817-ECS00-055; O bag winter 2018;p118-03; manico + spallaccio goccia;HLESZ817;ECS00;055;nero;black
CodeBarre;HLESZ817-ECS00-084; O bag winter 2018;p118-04; manico + spallaccio goccia;HLESZ817;ECS00;084;testa di moro;dark brown
CodeBarre;HLESZ817-ECS00-541; O bag winter 2018;p118-05; manico + spallaccio goccia;HLESZ817;ECS00;541;verde bosco;green forest
CodeBarre;OBAGS019-TES01-017; O bag winter 2018;p118-01; sacca interna zip O square;OBAGS019;TES01;017;blu navy;navy blue
CodeBarre;OBAGS019-TES01-054; O bag winter 2018;p118-02; sacca interna zip O square;OBAGS019;TES01;054;naturale;natural
CodeBarre;OBAGS019-TES01-055; O bag winter 2018;p118-03; sacca interna zip O square;OBAGS019;TES01;055;nero;black
CodeBarre;OBAGS019-TES26-092; O bag winter 2018;p118-01; sacca interna O square;OBAGS019;TES26;092;verde scuro;dark green
CodeBarre;OBAGS019-TES26-017; O bag winter 2018;p118-02; sacca interna O square;OBAGS019;TES26;017;blu navy;navy blue
CodeBarre;OBAGS019-TES26-054; O bag winter 2018;p118-03; sacca interna O square;OBAGS019;TES26;054;naturale;natural
CodeBarre;OBAGS019-TES26-055; O bag winter 2018;p118-04; sacca interna O square;OBAGS019;TES26;055;nero;black
CodeBarre;OBAGS019-TES26-050; O bag winter 2018;p118-05; sacca interna O square;OBAGS019;TES26;050;melanzana;aubergine
CodeBarre;OBAGS019-TES26-018; O bag winter 2018;p118-06; sacca interna O square;OBAGS019;TES26;018;bordeaux;burgundy
CodeBarre;OBAGB413-FAS09-008; O bag winter 2018;p120-01; scocca completo O bag 50;OBAGB413;FAS09;008;bianco;white
CodeBarre;OBAGB413-FAS09-018; O bag winter 2018;p120-02; scocca completo O bag 50;OBAGB413;FAS09;018;bordeaux;burgundy
CodeBarre;OBAGB413-FAS09-041; O bag winter 2018;p120-03; scocca completo O bag 50;OBAGB413;FAS09;041;grigio scuro;dark grey
CodeBarre;OBAGB413-FAS09-055; O bag winter 2018;p120-04; scocca completo O bag 50;OBAGB413;FAS09;055;nero;black
CodeBarre;OBAGB413-FAS09-075; O bag winter 2018;p120-05; scocca completo O bag 50;OBAGB413;FAS09;075;rosa smoke;rose smoke
CodeBarre;OBAGB413-FAS09-137; O bag winter 2018;p120-06; scocca completo O bag 50;OBAGB413;FAS09;137;bluette;bright blue
CodeBarre;OBAGA000-ECS42-017; O bag winter 2018;p124-01; accessorio ecopelle opaca;OBAGA000;ECS42;017;blu navy;navy blue
CodeBarre;OBAGA000-ECS42-017; O bag winter 2018;p124-02; accessorio ecopelle opaca;OBAGA000;ECS42;017;blu navy;navy blue
CodeBarre;OBAGA000-ECS42-018; O bag winter 2018;p124-03; accessorio ecopelle opaca;OBAGA000;ECS42;018;bordeaux;burgundy
CodeBarre;OBAGA000-ECS42-371; O bag winter 2018;p124-04; accessorio ecopelle opaca;OBAGA000;ECS42;371;latte;white
CodeBarre;OBAGA000-ECS42-084; O bag winter 2018;p124-05; accessorio ecopelle opaca;OBAGA000;ECS42;084;testa di moro;dark brown
CodeBarre;OBAGA000-ECS42-002; O bag winter 2018;p125-01; accessorio ecopelle opaca;OBAGA000;ECS42;002;amaranto;amaranth
CodeBarre;OBAGA000-ECS42-426; O bag winter 2018;p125-02; accessorio ecopelle opaca;OBAGA000;ECS42;426;bordeaux - fucsia;borrdeaux - fucsia
CodeBarre;OBAGA000-ECS42-429; O bag winter 2018;p125-03; accessorio ecopelle opaca;OBAGA000;ECS42;429;fucsia - bluette;fucsia - bluette
CodeBarre;OBAGA000-ECS42-137; O bag winter 2018;p125-04; accessorio ecopelle opaca;OBAGA000;ECS42;137;bluette;bright blue
CodeBarre;OBAGA000-ECS42-427; O bag winter 2018;p125-05; accessorio ecopelle opaca;OBAGA000;ECS42;427;antracite - latte - grigio;antracite - white - grey
CodeBarre;OBAGA000-ECS42-430; O bag winter 2018;p125-06; accessorio ecopelle opaca;OBAGA000;ECS42;430;bluette - rosso;bluette - red
CodeBarre;OBAGA000-ECS42-428; O bag winter 2018;p125-07; accessorio ecopelle opaca;OBAGA000;ECS42;428;sabbia - grigio chiaro;sand - light grey
CodeBarre;OBAGA000-ECS42-011; O bag winter 2018;p125-08; accessorio ecopelle opaca;OBAGA000;ECS42;011;blu - nero;blue - black
CodeBarre;OBAGA000-ECS42-423; O bag winter 2018;p125-09; accessorio ecopelle opaca;OBAGA000;ECS42;423;giallo - bluette;yellow - bluette
CodeBarre;OBAGA000-ECS42-424; O bag winter 2018;p125-10; accessorio ecopelle opaca;OBAGA000;ECS42;424;malva - phard - bordeaux;malva - phard - bordeaux
CodeBarre;OBAGA000-ECS42-425; O bag winter 2018;p125-11; accessorio ecopelle opaca;OBAGA000;ECS42;425;latte - phard - sabbia;white - phard - sand
CodeBarre;OCLKD001-MESC2-055; O bag winter 2018;p128-01; O clock meccanismo shiny;OCLKD001;MESC2;055;nero;black
CodeBarre;OCLKD001-MESC2-076; O bag winter 2018;p128-02; O clock meccanismo shiny;OCLKD001;MESC2;076;rosso;red
CodeBarre;OCLKD001-MESC2-389; O bag winter 2018;p128-03; O clock meccanismo shiny;OCLKD001;MESC2;389;silver;silver
CodeBarre;OCLKD001-MESC2-004; O bag winter 2018;p128-04; O clock meccanismo shiny;OCLKD001;MESC2;004;argento;silver
CodeBarre;OCLKD001-MESC2-061; O bag winter 2018;p128-05; O clock meccanismo shiny;OCLKD001;MESC2;061;oro;gold
CodeBarre;OCLKD001-MESB8-078; O bag winter 2018;p129-01; O clock meccanismo laser;OCLKD001;MESB8;078;sabbia;sand
CodeBarre;OCLKD001-MESB8-559; O bag winter 2018;p129-02; O clock meccanismo laser;OCLKD001;MESB8;559;rame;copper
CodeBarre;OCLKD001-MESB9-055; O bag winter 2018;p129-01; O clock meccanismo laser;OCLKD001;MESB9;055;nero;black
CodeBarre;OCLKD001-MESB9-018; O bag winter 2018;p129-02; O clock meccanismo laser;OCLKD001;MESB9;018;bordeaux;burgundy
CodeBarre;OCLKD001-MESB9-018; O bag winter 2018;p130-01; O clock meccanismo laser;OCLKD001;MESB9;018;bordeaux;burgundy
CodeBarre;OCLKD001-MESB9-017; O bag winter 2018;p130-02; O clock meccanismo laser;OCLKD001;MESB9;017;blu navy;navy blue
CodeBarre;OCLKD001-MESB9-018; O bag winter 2018;p130-03; O clock meccanismo laser;OCLKD001;MESB9;018;bordeaux;burgundy
CodeBarre;OCLKD001-MESB9-017; O bag winter 2018;p130-04; O clock meccanismo laser;OCLKD001;MESB9;017;blu navy;navy blue
CodeBarre;OCLKD001-MESA9-137; O bag winter 2018;p131-01; O clock meccanismo glam;OCLKD001;MESA9;137;bluette;bright blue
CodeBarre;OCLKD001-MESA9-055; O bag winter 2018;p131-02; O clock meccanismo glam;OCLKD001;MESA9;055;nero;black
CodeBarre;OCLKD001-MESA9-002; O bag winter 2018;p131-03; O clock meccanismo glam;OCLKD001;MESA9;002;amaranto;amaranth
CodeBarre;OCLKD001-MESA9-389; O bag winter 2018;p131-04; O clock meccanismo glam;OCLKD001;MESA9;389;silver;silver
CodeBarre;OCLKD001-MESB3-018; O bag winter 2018;p132-01; O clock meccanismo pink;OCLKD001;MESB3;018;bordeaux;burgundy
CodeBarre;OCLKD001-MESB3-388; O bag winter 2018;p132-02; O clock meccanismo pink;OCLKD001;MESB3;388;gold;gold
CodeBarre;OCLKD001-MESB3-050; O bag winter 2018;p132-03; O clock meccanismo pink;OCLKD001;MESB3;050;melanzana;aubergine
CodeBarre;OCLKD001-MESB5-191; O bag winter 2018;p132-01; O clock meccanismo british;OCLKD001;MESB5;191;icona;icon
CodeBarre;OCLKD001-MESB5-195; O bag winter 2018;p132-02; O clock meccanismo british;OCLKD001;MESB5;195;paperino;donald duck
CodeBarre;OCLKD001-MESB5-413; O bag winter 2018;p132-03; O clock meccanismo british;OCLKD001;MESB5;413;pluto;pluto
CodeBarre;OCLKD001-MES08-193; O bag winter 2018;p132-01; O clock meccanismo disney;OCLKD001;MES08;193;paperone;uncle scrooge
CodeBarre;OCLKD001-MES08-194; O bag winter 2018;p132-02; O clock meccanismo disney;OCLKD001;MES08;194;paperoga;fethry duck
CodeBarre;OCLKD001-MES08-415; O bag winter 2018;p132-03; O clock meccanismo disney;OCLKD001;MES08;415;pippo;goofy
CodeBarre;OCLKD001-MES08-347; O bag winter 2018;p133-01; O clock meccanismo disney;OCLKD001;MES08;347;cedro;cedro
CodeBarre;OCLKD001-MES08-484; O bag winter 2018;p133-02; O clock meccanismo disney;OCLKD001;MES08;484;coral;coral
CodeBarre;OCLKD001-MES80-026; O bag winter 2018;p133-01; O clock meccanismo;OCLKD001;MES80;026;blu cobalto;cobalt blue
CodeBarre;OCLKD001-MES80-017; O bag winter 2018;p133-02; O clock meccanismo;OCLKD001;MES80;017;blu navy;navy blue
CodeBarre;OCLKD001-MES81-130; O bag winter 2018;p134-01; O clock meccanismo;OCLKD001;MES81;130;azzurro;azure
CodeBarre;OCLKD001-MES81-025; O bag winter 2018;p134-02; O clock meccanismo;OCLKD001;MES81;025;cipria;powder pink
CodeBarre;OCLKD001-MES82-134; O bag winter 2018;p134-01; O clock meccanismo urban;OCLKD001;MES82;134;antracite; anthracite
CodeBarre;OCLKD001-MES83-075; O bag winter 2018;p135-01; O clock meccanismo urban;OCLKD001;MES83;075;rosa smoke;rose smoke
CodeBarre;OCLKD001-MES83-130; O bag winter 2018;p135-02; O clock meccanismo urban;OCLKD001;MES83;130;azzurro;azure
CodeBarre;OCLKD001-MES84-347; O bag winter 2018;p135-01; O clock meccanismo urban;OCLKD001;MES84;347;cedro;cedro
CodeBarre;OCLKD001-MES84-076; O bag winter 2018;p135-02; O clock meccanismo urban;OCLKD001;MES84;076;rosso;red
CodeBarre;OCLKD001-MES84-055; O bag winter 2018;p135-03; O clock meccanismo urban;OCLKD001;MES84;055;nero;black
CodeBarre;OCLKD001-MES86-026; O bag winter 2018;p136-01; O clock meccanismo nyc;OCLKD001;MES86;026;blu cobalto;cobalt blue
CodeBarre;OCLKD001-MES86-055; O bag winter 2018;p136-02; O clock meccanismo nyc;OCLKD001;MES86;055;nero;black
CodeBarre;OCLKD001-MES86-422; O bag winter 2018;p136-03; O clock meccanismo nyc;OCLKD001;MES86;422;sangria;sangria
CodeBarre;OCLKD001-MES87-076; O bag winter 2018;p136-01; O clock meccanismo nyc;OCLKD001;MES87;076;rosso;red
CodeBarre;OCLKD001-MES87-347; O bag winter 2018;p136-02; O clock meccanismo nyc;OCLKD001;MES87;347;cedro;cedro
CodeBarre;OCLKD001-MES88-036; O bag winter 2018;p137-01; O clock meccanismo nyc;OCLKD001;MES88;036;giallo;yellow
CodeBarre;OCLKD001-MES88-012; O bag winter 2018;p137-02; O clock meccanismo nyc;OCLKD001;MES88;012;blu acqua;aqua blue
CodeBarre;OCLKD001-MES88-023; O bag winter 2018;p137-03; O clock meccanismo nyc;OCLKD001;MES88;023;celeste;sky blue
CodeBarre;OCLKD001-MES88-013; O bag winter 2018;p137-04; O clock meccanismo nyc;OCLKD001;MES88;013;blu capri;capri blue
CodeBarre;OCLKD001-MES88-097; O bag winter 2018;p137-05; O clock meccanismo nyc;OCLKD001;MES88;097;violetto;violet
CodeBarre;OCLKD001-MES88-076; O bag winter 2018;p137-06; O clock meccanismo nyc;OCLKD001;MES88;076;rosso;red
CodeBarre;OCLKD001-MES88-159; O bag winter 2018;p137-07; O clock meccanismo nyc;OCLKD001;MES88;159;total black;total black
CodeBarre;OCLKD001-MES88-060; O bag winter 2018;p137-08; O clock meccanismo nyc;OCLKD001;MES88;060;oliva;olive
CodeBarre;OCLKD001-MES88-045; O bag winter 2018;p137-09; O clock meccanismo nyc;OCLKD001;MES88;045;magenta;magenta
CodeBarre;OCLKD001-MES88-003; O bag winter 2018;p137-10; O clock meccanismo nyc;OCLKD001;MES88;003;arancione;orange
CodeBarre;OCLKD001-MES06-025; O bag winter 2018;p137-01; O clock meccanismo tone;OCLKD001;MES06;025;cipria;powder pink
CodeBarre;OCLKD001-MES06-012; O bag winter 2018;p138-01; O clock meccanismo tone;OCLKD001;MES06;012;blu acqua;aqua blue
CodeBarre;OCLKD001-MES06-088; O bag winter 2018;p138-02; O clock meccanismo tone;OCLKD001;MES06;088;turchese;turquoise
CodeBarre;OCLKD001-MES06-025; O bag winter 2018;p138-03; O clock meccanismo tone;OCLKD001;MES06;025;cipria;powder pink
CodeBarre;OCLKD001-MES06-080; O bag winter 2018;p138-04; O clock meccanismo tone;OCLKD001;MES06;080;salvia;sage
CodeBarre;OCLKD001-MES06-081; O bag winter 2018;p138-05; O clock meccanismo tone;OCLKD001;MES06;081;smeraldo;emerald
CodeBarre;OCLKD001-MES09-131; O bag winter 2018;p138-01; O clock meccanismo crystal;OCLKD001;MES09;131;verde antico;antique green
CodeBarre;OCLKD001-MES73-004; O bag winter 2018;p139-01; O clock meccanismo metal;OCLKD001;MES73;004;argento;silver
CodeBarre;OCLKD001-MES73-061; O bag winter 2018;p139-02; O clock meccanismo metal;OCLKD001;MES73;061;oro;gold
CodeBarre;OCLKD001-MES73-067; O bag winter 2018;p139-03; O clock meccanismo metal;OCLKD001;MES73;067;phard;blush pink
CodeBarre;OCLKD001-MES14-212; O bag winter 2018;p139-01; O clock meccanismo;OCLKD001;MES14;212;limone;lemon
CodeBarre;OCLKD001-MES26-036; O bag winter 2018;p140-01; O clock meccanismo;OCLKD001;MES26;036;giallo;foulard .meccanismo dial O clock
CodeBarre;OCLKD001-MES30-196; O bag winter 2018;p140-01; O clock meccanismo foulard;OCLKD001;MES30;196;rosso su bianco;red on white
CodeBarre;OCLKD001-MES30-199; O bag winter 2018;p140-02; O clock meccanismo foulard;OCLKD001;MES30;199;rosso su grigio;red on grey
CodeBarre;OCLKD001-MES30-011; O bag winter 2018;p140-03; O clock meccanismo foulard;OCLKD001;MES30;011;blu su nero;blue on black
CodeBarre;OCLKD001-MES30-090; O bag winter 2018;p140-04; O clock meccanismo foulard;OCLKD001;MES30;090;verde su bianco;green on white
CodeBarre;OCLKD001-MES30-197; O bag winter 2018;p140-05; O clock meccanismo foulard;OCLKD001;MES30;197;blu su bianco;blue on white
CodeBarre;OCLKD001-MES30-198; O bag winter 2018;p140-06; O clock meccanismo foulard;OCLKD001;MES30;198;nero su bianco;black on white
CodeBarre;OCLKD001-MES12-063; O bag winter 2018;p141-01; O clock meccanismo;OCLKD001;MES12;063;ottanio;teal
CodeBarre;OCLKD001-MES38-136; O bag winter 2018;p141-01; O clock meccanismo happy;OCLKD001;MES38;136;becco d’oca;duck beack
CodeBarre;OCLKD001-MES32-133; O bag winter 2018;p142-01; O clock meccanismo;OCLKD001;MES32;133;grigio chiaro;light grey
CodeBarre;OCLKD001-MES32-004; O bag winter 2018;p142-02; O clock meccanismo;OCLKD001;MES32;004;argento;silver
CodeBarre;OCLKD001-MES32-125; O bag winter 2018;p142-03; O clock meccanismo;OCLKD001;MES32;125;multicolor;multicolor
CodeBarre;OCLKD001-MES32-020; O bag winter 2018;p142-04; O clock meccanismo;OCLKD001;MES32;020;bronzo;bronze
CodeBarre;OCLKD001-MES32-061; O bag winter 2018;p142-05; O clock meccanismo;OCLKD001;MES32;061;oro;gold
CodeBarre;OCLKD001-MES75-003; O bag winter 2018;p143-01; O clock meccanismo mosaic;OCLKD001;MES75;003;arancione;orange
CodeBarre;OCLKD001-MES75-088; O bag winter 2018;p143-02; O clock meccanismo mosaic;OCLKD001;MES75;088;turchese;turquoise
CodeBarre;OCLKD001-MES75-134; O bag winter 2018;p143-03; O clock meccanismo mosaic;OCLKD001;MES75;134;antracite;anthracite
CodeBarre;OCLKD001-MES74-002; O bag winter 2018;p143-01; O clock meccanismo rosone;OCLKD001;MES74;002;amaranto;amaranth
CodeBarre;OCLKD001-MES74-068; O bag winter 2018;p143-02; O clock meccanismo rosone;OCLKD001;MES74;068;polvere;dust blue
CodeBarre;OCLKD001-MES03-484; O bag winter 2018;p144-01; O clock meccanismo mirror;OCLKD001;MES03;484;coral;coral
CodeBarre;OCLKS007-SIS01-044; O bag winter 2018;p144-01; O clock cinturino silicone;OCLKS007;SIS01;044;lime;lime
CodeBarre;OCLKS007-SIS01-036; O bag winter 2018;p144-02; O clock cinturino silicone;OCLKS007;SIS01;036;giallo;yellow
CodeBarre;OCLKS007-SIS01-003; O bag winter 2018;p144-03; O clock cinturino silicone;OCLKS007;SIS01;003;arancione;orange
CodeBarre;OCLKS007-SIS01-128; O bag winter 2018;p144-04; O clock cinturino silicone;OCLKS007;SIS01;128;salmone;salmon
CodeBarre;OCLKS007-SIS01-076; O bag winter 2018;p144-05; O clock cinturino silicone;OCLKS007;SIS01;076;rosso;red
CodeBarre;OCLKS007-SIS01-053; O bag winter 2018;p144-06; O clock cinturino silicone;OCLKS007;SIS01;053;narcissus;narcissus
CodeBarre;OCLKS007-SIS01-077; O bag winter 2018;p144-07; O clock cinturino silicone;OCLKS007;SIS01;077;rubino;ruby
CodeBarre;OCLKS007-SIS01-022; O bag winter 2018;p145-01; O clock cinturino silicone;OCLKS007;SIS01;022;carta da zucchero;azure
CodeBarre;OCLKS007-SIS01-097; O bag winter 2018;p145-02; O clock cinturino silicone;OCLKS007;SIS01;097;violetto;violet
CodeBarre;OCLKS007-SIS01-025; O bag winter 2018;p145-03; O clock cinturino silicone;OCLKS007;SIS01;025;cipria;powder pink
CodeBarre;OCLKS007-SIS01-069; O bag winter 2018;p145-04; O clock cinturino silicone;OCLKS007;SIS01;069;porpora;purple
CodeBarre;OCLKS007-SIS01-096; O bag winter 2018;p145-05; O clock cinturino silicone;OCLKS007;SIS01;096;viola pastello;pastel violet
CodeBarre;OCLKS007-SIS01-045; O bag winter 2018;p145-06; O clock cinturino silicone;OCLKS007;SIS01;045;magenta;magenta
CodeBarre;OCLKS007-SIS01-095; O bag winter 2018;p145-07; O clock cinturino silicone;OCLKS007;SIS01;095;viola desaturato;pale violet
CodeBarre;OCLKS007-SIS01-422; O bag winter 2018;p145-08; O clock cinturino silicone;OCLKS007;SIS01;422;sangria;sangria
CodeBarre;OCLKS007-SIS01-486; O bag winter 2018;p145-09; O clock cinturino silicone;OCLKS007;SIS01;486;pink;pink
CodeBarre;OCLKS007-SIS01-002; O bag winter 2018;p145-10; O clock cinturino silicone;OCLKS007;SIS01;002;amaranto;amaranth
CodeBarre;OCLKS007-SIS01-088; O bag winter 2018;p146-01; O clock cinturino silicone;OCLKS007;SIS01;088;turchese;turquoise
CodeBarre;OCLKS007-SIS01-012; O bag winter 2018;p146-02; O clock cinturino silicone;OCLKS007;SIS01;012;blu acqua;aqua blue
CodeBarre;OCLKS007-SIS01-063; O bag winter 2018;p146-03; O clock cinturino silicone;OCLKS007;SIS01;063;ottanio;teal
CodeBarre;OCLKS007-SIS01-081; O bag winter 2018;p146-04; O clock cinturino silicone;OCLKS007;SIS01;081;smeraldo;emerald
CodeBarre;OCLKS007-SIS01-090; O bag winter 2018;p146-05; O clock cinturino silicone;OCLKS007;SIS01;090;verde bianco;white green
CodeBarre;OCLKS007-SIS01-015; O bag winter 2018;p146-06; O clock cinturino silicone;OCLKS007;SIS01;015;blu iris;iris blue
CodeBarre;OCLKS007-SIS01-013; O bag winter 2018;p146-07; O clock cinturino silicone;OCLKS007;SIS01;013;blu capri;capri blue
CodeBarre;OCLKS007-SIS01-014; O bag winter 2018;p146-08; O clock cinturino silicone;OCLKS007;SIS01;014;blu elettrico;electric blue
CodeBarre;OCLKS007-SIS01-023; O bag winter 2018;p146-09; O clock cinturino silicone;OCLKS007;SIS01;023;celeste;sky blue
CodeBarre;OCLKS007-SIS01-485; O bag winter 2018;p146-10; O clock cinturino silicone;OCLKS007;SIS01;485;atlantic;atlantic
CodeBarre;OCLKS007-SIS01-060; O bag winter 2018;p147-01; O clock cinturino silicone;OCLKS007;SIS01;060;oliva;olive
CodeBarre;OCLKS007-SIS01-024; O bag winter 2018;p147-02; O clock cinturino silicone;OCLKS007;SIS01;024;cioccolato;chocolate
CodeBarre;OCLKS007-SIS01-080; O bag winter 2018;p147-03; O clock cinturino silicone;OCLKS007;SIS01;080;salvia;sage
CodeBarre;OCLKD104-MESB9-055; O bag winter 2018;p148-01; meccanismo great date laser;OCLKD104;MESB9;055;nero;black
CodeBarre;OCLKD104-MESB9-389; O bag winter 2018;p148-02; meccanismo great date laser;OCLKD104;MESB9;389;silver;silver
CodeBarre;OCLKD101-MES15-156; O bag winter 2018;p148-01; meccanismo great christmas;OCLKD101;MES15;156;roman numbers;roman numbers
CodeBarre;OCLKD101-MESA8-055; O bag winter 2018;p149-01; meccanismo great glam;OCLKD101;MESA8;055;nero;black
